Time ,Month ,Plot,Diversity ,Nutrients,Sediment,Treatment ,Fuc_Ves,Fuc_Ser,Cho_Cri,Osm_sp,Cla_Rup,Rhizo_rip,Porphyra,Ulva_Lac,Ulva_Int,Dic_Dic,Ecto,Cerem,Poly_Fuc,Dum_cort,Lom_Art,Pal_Pal,Gel_cri,cor_ofi,clad_sp ,conp_tho,clad_spong,Byopsis_sp,chylo_vert,Cha_Lin,Gre_Fil,Lam_Juv,Cer_Ech,Cer_Spiky ,Leath_Dif ,Fuc_Juv,Bro_Flu,Mas_Stel,Osm_Hyb,Lith,Hilden
0,August'15,17,B,N0,S1,B_N0_S1,6.25,0,65.625,17.1875,0,6.25,0,0,1,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,14.0625,1
0,August'15,18,B,N0,S1,B_N0_S1,9.375,0,1.5625,3.125,1.5625,10.9375,0,0,0,1.5625,0,1.5625,0,0,0,0,1.5625,0,3.125,0,0,3.125,0,6.25,0,0,0,0,0,0,0,0,0,28.125,0
0,August'15,19,A,N0,S1,A_N0_S1,10.9375,0,10.9375,4.6875,1,0,1.5625,0,3.125,0,4.6875,1.5625,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,21.875,0
0,August'15,20,A,N0,S1,A_N0_S1,1.5625,0,0,15.625,1.5625,15.625,0,0,1,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0
0,August'15,21,D,N0,S0,D_N0_S0,0,0,46.875,0,29.6875,6.25,0,3.125,1.5625,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,23.4375,0
0,August'15,23,A,N1,S0,A_N1_S0,0,12.5,50,3.125,0,3.125,0,0,0,0,3.125,1.5625,0,1.5625,0,1.5625,1.5625,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0
0,August'15,24,B,N1,S0,B_N1_S0,0,0,0,7.8125,0,14.0625,0,1,1.5625,0,0,3.125,0,0,0,0,0,3.125,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,39.0625,0
0,August'15,25,B,N1,S1,B_N1_S1,1,0,7.8125,43.75,1.5625,14.0625,0,0,1,1.5625,1.5625,1.5625,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,23.4375,0
0,August'15,26,C,N1,S1,C_N1_S1,1,0,75,15.625,0,1,0,0,0,0,0,1.5625,0,0,0,0,0,1,0,0,1,3.125,0,0,0,0,0,0,0,0,0,0,1,3.125,0
0,August'15,27,C,N1,S0,C_N1_S0,3.125,0,7.8125,32.8125,0,14.0625,0,0,4.6875,0,4.6875,0,0,0,0,1.5625,0,1.5625,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,1.5625
0,August'15,28,C,N1,S1,C_N1_S1,7.8125,0,43.75,7.8125,0,15.625,0,0,1,0,1.5625,9.375,0,0,0,0,0,0,0,0,0,10.9375,0,3.125,0,0,0,0,0,0,0,0,0,10.9375,1
0,August'15,29,D,N1,S1,D_N1_S1,7.8125,0,0,12.5,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.25,9.375
0,August'15,30,A,N1,S1,A_N1_S1,4.6875,0,45.3125,40.625,0,10.9375,0,0,0,0,0,1.5625,0,0,0,0,0,1.5625,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,17.1875,1.5625
0,August'15,31,B,N0,S0,B_N0_S0,53.125,42.1875,4.6875,31.25,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0
0,August'15,32,A,N0,S0,A_N0_S0,6.25,0,15.625,7.8125,0,6.25,0,0,1.5625,0,0,7.8125,0,0,0,1.5625,0,1,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,15.625,1.5625
0,August'15,33,C,N0,S0,C_N0_S0,9.375,0,3.125,14.0625,0,9.375,0,0,3.125,0,3.125,0,0,0,0,0,0,0,0,1,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,37.5,1.5625
0,August'15,34,B,N0,S0,B_N0_S0,6.25,0,18.75,35.9375,1.5625,17.1875,0,0,1,0,0,3.125,0,0,1,0,0,7.8125,0,0,0,6.25,0,1.5625,0,0,0,0,0,0,0,0,0,15.625,0
0,August'15,35,D,N0,S1,D_N0_S1,1.5625,0,6.25,23.4375,0,1,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5625,6.25
0,August'15,36,A,N0,S1,A_N0_S1,6.25,0,18.75,17.1875,3.125,14.0625,0,0,3.125,0,1.5625,4.6875,0,0,1,0,0,0,0,0,1.5625,1,0,1.5625,0,0,0,0,0,0,0,0,0,23.4375,4.6875
0,August'15,37,C,N0,S1,C_N0_S1,6.25,0,18.75,40.625,1.5625,14.0625,0,1,1,0,0,1.5625,0,0,0,0,4.6875,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,23.4375,1
0,August'15,38,D,N0,S1,D_N0_S1,3.125,0,0,9.375,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
0,August'15,40,A,N0,S1,A_N0_S1,0,0,37.5,0,0,9.375,0,0,0,1.5625,3.125,10.9375,10.9375,0,0,0,0,0,1.5625,0,0,20.3125,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,1
0,August'15,41,D,N0,S0,D_N0_S0,0,0,7.8125,26.5625,10.9375,10.9375,0,0,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6875,1.5625
0,August'15,42,C,N1,S0,C_N1_S0,67.1875,0,6.25,48.4375,1.5625,0,0,0,0,1.5625,0,6.25,0,0,0,0,0,3.125,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,18.75,0
0,August'15,44,B,N1,S0,B_N1_S0,1,0,0,2.5625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
0,August'15,45,B,N1,S1,B_N1_S1,3.125,0,0,2.5625,0,3.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
0,August'15,46,C,N0,S1,C_N0_S1,0,0,4.6875,4.6875,0,3.125,0,0,0,0,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.625,1.5625
0,August'15,47,A,N1,S1,A_N1_S1,23.4375,0,0,10.9375,1.5625,10.9375,0,0,0,0,1.5625,1.5625,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0
0,August'15,48,D,N1,S0,D_N1_S0,1,0,0,4.125,3.125,7.8125,0,0,7.8125,3.125,1.5625,6.25,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.875,7.8125
0,August'15,49,B,N0,S1,B_N0_S1,53.125,0,26.5625,25,3.125,4.6875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,18.75,0
0,August'15,50,A,N0,S0,A_N0_S0,15.625,4.6875,4.6875,11.9375,1.5625,0,0,0,1.5625,0,1.5625,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.5625
0,August'15,52,D,N0,S0,D_N0_S0,1.5625,0,3.125,23.4375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,7.8125
0,August'15,53,A,N0,S0,A_N0_S0,6.25,6.25,10.9375,8.8125,1.5625,15.625,0,0,3.125,0,4.6875,3.125,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,3.125
0,August'15,54,D,N0,S1,D_N0_S1,7.8125,0,0,9.375,0,3.125,0,0,1.5625,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0
0,August'15,56,D,N1,S0,D_N1_S0,20.3125,0,3.125,35.9375,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0
0,August'15,57,D,N1,S1,D_N1_S1,0,0,15.625,1.5625,0,7.8125,1.5625,0,3.125,1.5625,0,1.5625,1,0,0,1.5625,0,4.6875,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,15.625,0
0,August'15,58,D,N0,S0,D_N0_S0,34.375,4.6875,12.5,4.6875,3.125,7.8125,0,0,0,0,4.6875,0,0,0,0,0,14.0625,0,3.125,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,3.125
0,August'15,59,C,N0,S0,C_N0_S0,0,0,23.4375,14.0625,1.5625,12.5,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,0
0,August'15,60,C,N0,S1,C_N0_S1,28.125,0,7.8125,9.375,0,14.0625,1.5625,1,1,0,7.8125,3.125,0,0,0,0,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,4.6875
0,August'15,62,D,N0,S1,D_N0_S1,10.9375,0,45.3125,31.25,3.125,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.875,1.5625
0,August'15,63,C,N1,S0,C_N1_S0,7.8125,0,0,12.5,0,21.875,0,3.125,3.125,0,6.25,0,0,0,1.5625,0,0,0,0,1.5625,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5625,0
0,August'15,64,D,N1,S0,D_N1_S0,6.25,0,3.125,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,1
0,August'15,65,B,N0,S1,B_N0_S1,17.1875,0,42.1875,51.5625,1.5625,23.4375,0,0,0,0,0,1.5625,0,1.5625,0,0,0,0,1.5625,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,6.25,1.5625
0,August'15,66,D,N1,S1,D_N1_S1,12.5,0,25,9.375,3.125,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,3.125
0,August'15,67,B,N1,S0,B_N1_S0,71.875,0,6.25,18.75,0,4.6875,0,0,1,0,0,0,0,0,0,0,0,1.5625,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,54.6875,0
0,August'15,68,D,N0,S0,D_N0_S0,28.125,0,15.625,43.75,0,26.5625,0,0,0,0,1.5625,0,0,0,0,0,1.5625,1.5625,0,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,23.4375,3.125
0,August'15,69,A,N1,S0,A_N1_S0,18.75,0,21.875,32.8125,0,3.125,0,0,0,0,0,1.5625,0,0,0,1.5625,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,23.4375,0
0,August'15,70,C,N1,S1,C_N1_S1,59.375,9.375,31.25,21.875,0,3.125,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,28.125,3.125
0,August'15,72,D,N0,S1,D_N0_S1,17.1875,0,25,31.25,0,15.625,0,0,0,0,0,0,0,0,0,0,0,1.5625,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,6.25
0,August'15,86,D,N1,S0,D_N1_S0,7.8125,0,1.5625,14.0625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
0,August'15,99,D,N1,S1,D_N1_S1,23.4375,0,20.3125,40.625,3.125,0,0,0,0,0,1.5625,0,0,4.6875,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0
0,August'15,24*,D,N1,S0,D_N1_S0,3.125,0,25,6.25,4.6875,18.75,0,0,0,14.0625,0,0,4.6875,1.5625,0,0,0,3.125,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,34.375,0
0,August'15,A,C,N0,S1,C_N0_S1,14.0625,0,1,4.6875,0,4.6875,1.5625,0,1,1.5625,1.5625,0,0,1,0,1,1.5625,0,0,0,0,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,28.125,1.5625
0,August'15,B,A,N1,S1,A_N1_S1,9.375,0,0,0,0,4.6875,0,0,1.5625,0,1.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,1
0,August'15,C,B,N1,S1,B_N1_S1,3.125,0,7.8125,0,1,12.5,0,0,0,1.5625,0,0,21.875,0,0,0,0,0,0,0,3.125,9.375,0,3.125,0,0,0,0,0,0,0,0,0,23.4375,4.6875
0,August'15,D,C,N0,S1,C_N0_S1,1.5625,0,0,3.125,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.9375,0
0,August'15,E,B,N0,S0,B_N0_S0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625
0,August'15,F,A,N1,S1,A_N1_S1,15.625,0,0,1.5625,0,3.125,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
0,August'15,G,C,N1,S0,C_N1_S0,4.6875,0,7.8125,1.5625,1.5625,25,0,0,1.5625,0,1.5625,1,0,0,0,0,0,1,1,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,15.625,1
0,August'15,H,B,N0,S1,B_N0_S1,1,0,0,1.5625,0,9.375,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,August'15,I,A,N1,S0,A_N1_S0,28.125,0,6.25,7.8125,0,0,0,0,0,0,0,7.8125,0,1.5625,0,0,1.5625,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,23.4375,1
0,August'15,J,B,N1,S0,B_N1_S0,50,0,0,0,0,14.0625,3.125,1,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,1.5625
0,August'15,K,A,N1,S0,A_N1_S0,26.5625,0,0,9.375,1.5625,17.1875,0,1,3.125,0,1.5625,0,0,0,0,1.5625,3.125,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
0,August'15,L,C,N1,S1,C_N1_S1,3.125,0,10.9375,6.25,1.5625,14.0625,0,1,1,1.5625,4.6875,1,0,1,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,21.875,1.5625
0,August'15,M,B,N1,S1,B_N1_S1,40.625,0,3.125,9.375,0,12.5,0,1,1,0,1.5625,0,0,0,0,0,0,0,0,1.5625,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,0
0,August'15,N,A,N1,S1,A_N1_S1,17.1875,0,4.6875,10.9375,1.5625,4.6875,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,1.5625
1,September'15,1,B,N0,S0,B_N0_S0,9.375,0,0,3.125,0,3.125,0,1,1.5625,0,0,0,0,0,0,1,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,40.625,3.125
1,September'15,2,C,N0,S0,C_N0_S0,25,0,4.6875,37.5,0,9.375,0,0,3.125,0,1.5625,0,0,1.5625,0,0,1,1.5625,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,26.5625,3.125
1,September'15,3,C,N0,S0,C_N0_S0,21.875,0,1.5625,67.1875,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,1
1,September'15,4,B,N0,S0,B_N0_S0,25,0,28.125,23.4375,0,3.125,0,1,0,0,0,0,0,0,0,0,0,1.5625,0,0,1,0,0,6.25,0,0,0,0,0,0,0,0,0,39.0625,3.125
1,September'15,5,B,N1,S0,B_N1_S0,40.625,0,4.6875,39.0625,0,7.8125,0,0,1,0,1.5625,0,0,0,0,1.5625,1,0,0,0,3.125,0,0,4.6875,0,0,0,0,0,0,0,0,1,20.3125,3.125
1,September'15,6,A,N0,S0,A_N0_S0,9.375,0,6.25,32.8125,0,20.3125,0,3.125,6.25,0,7.8125,0,0,0,1.5625,1,0,3.125,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,1.5625
1,September'15,7,A,N0,S0,A_N0_S0,51.5625,0,15.625,21.875,3.125,0,4.6875,12.5,1.5625,0,1.5625,1.5625,0,0,0,3.125,1.5625,1.5625,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,18.75,1
1,September'15,8,C,N1,S0,C_N1_S0,15.625,0,9.375,25,0,9.375,0,0,4.6875,0,1.5625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1875,1.5625
1,September'15,9,D,N1,S1,D_N1_S1,0,0,71.875,12.5,0,0,0,0,0,6.25,0,3.125,0,1,0,0,0,7.8125,0,0,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,10.9375,1.5625
1,September'15,10,C,N1,S1,C_N1_S1,7.8125,0,7.8125,46.875,0,9.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,0
1,September'15,11,B,N1,S1,B_N1_S1,7.8125,0,23.4375,45.3125,0,10.9375,0,0,1,0,0,1.5625,0,0,0,0,3.125,0,1.5625,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,25,1
1,September'15,14,A,N1,S0,A_N1_S0,0,9.375,9.375,23.4375,0,21.875,0,20.3125,3.125,0,6.25,0,0,0,0,1.5625,3.125,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,0
1,September'15,15,C,N0,S0,C_N0_S0,31.25,93.75,31.25,37.5,0,4.6875,0,0,0,0,0,3.125,0,0,0,0,0,1.5625,4.6875,0,1,0,0,1.5625,0,0,0,0,0,0,0,0,0,14.0625,1.5625
1,September'15,16,A,N0,S1,A_N0_S1,37.5,0,15.625,71.875,0,12.5,1.5625,7.8125,3.125,0,1.5625,0,0,0,0,3.125,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,1
1,September'15,17,B,N0,S1,B_N0_S1,10.9375,0,70.3125,46.875,0,3.125,0,0,0,0,0,0,0,0,1,0,0,1.5625,1.5625,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,20.3125,1.5625
1,September'15,18,B,N0,S1,B_N0_S1,15.625,0,9.375,3.125,0,12.5,0,0,1,1,0,6.25,0,0,0,0,0,0,3.125,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,23.4375,0
1,September'15,19,A,N0,S1,A_N0_S1,23.4375,0,17.1875,10.9375,0,12.5,0,14.0625,0,0,3.125,4.6875,0,0,0,1.5625,0,3.125,0,0,0,3.125,0,6.25,0,0,0,0,0,0,0,0,0,14.0625,0
1,September'15,20,A,N0,S1,A_N0_S1,9.375,0,0,15.625,0,26.5625,0,0,6.25,0,0,0,0,0,0,3.125,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0
1,September'15,21,D,N0,S0,D_N0_S0,0,0,64.0625,0,43.75,0,0,1.5625,0,1,0,1.5625,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,10.9375,0
1,September'15,23,A,N1,S0,A_N1_S0,0,20.3125,48.4375,14.0625,6.25,7.8125,0,7.8125,3.125,0,4.6875,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0
1,September'15,24,B,N1,S0,B_N1_S0,0,0,4.6875,21.875,0,17.1875,0,1.5625,0,1.5625,3.125,4.6875,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9375,0
1,September'15,25,B,N1,S1,B_N1_S1,6.25,0,7.8125,34.375,1.5625,14.0625,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,28.125,0
1,September'15,26,C,N1,S1,C_N1_S1,1.5625,0,85.9375,25,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,3.125,0,0,1.5625,0,0,1,0,0,0,0,0,0,0,0,0,1.5625,0
1,September'15,27,C,N1,S0,C_N1_S0,7.8125,0,0,29.6875,0,21.875,1.5625,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,1.5625,0,3.125,0,0,0,0,0,0,0,0,0,14.0625,0
1,September'15,28,C,N1,S1,C_N1_S1,12.5,0,67.1875,15.625,1.5625,4.6875,0,0,1,0,0,17.1875,0,0,0,0,0,1.5625,0,0,0,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,7.8125,0
1,September'15,29,D,N1,S1,D_N1_S1,14.0625,0,1.5625,21.875,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,1
1,September'15,30,A,N1,S1,A_N1_S1,7.8125,0,37.5,40.625,0,23.4375,0,0,1.5625,0,0,4.6875,0,0,0,0,0,1.5625,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,9.375,3.125
1,September'15,31,B,N0,S0,B_N0_S0,43.75,65.625,7.8125,32.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0
1,September'15,32,A,N0,S0,A_N0_S0,12.5,0,17.1875,10.375,1.5625,10.9375,1,45.3125,15.625,1,4.6875,12.5,0,0,0,3.125,0,0,0,0,1.5625,3.125,0,3.125,0,0,0,0,0,0,0,0,0,7.8125,1
1,September'15,33,C,N0,S0,C_N0_S0,20.3125,0,12.5,26.5625,0,9.375,0,0,0,0,6.25,0,0,1.5625,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,26.5625,1.5625
1,September'15,34,B,N0,S0,B_N0_S0,6.25,0,25,60.9375,1,6.25,0,0,0,1.5625,0,12.5,0,0,0,0,1.5625,4.6875,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,10.9375,0
1,September'15,35,D,N0,S1,D_N0_S1,1.5625,0,18.75,34.375,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4375,6.25
1,September'15,36,A,N0,S1,A_N0_S1,10.9375,0,23.4375,20.3125,4.6875,12.5,4.6875,31.25,7.8125,0,9.375,7.8125,0,0,0,1.5625,0,1.5625,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,3.125
1,September'15,37,C,N0,S1,C_N0_S1,6.25,0,26.5625,60.9375,6.25,9.375,0,0,0,0,0,0,0,0,0,0,4.6875,0,0,0,0,4.6875,0,1.5625,0,0,0,0,0,0,0,0,0,15.625,3.125
1,September'15,38,D,N0,S1,D_N0_S1,9.375,0,0,23.4375,0,10.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,6.25,4.6875
1,September'15,40,A,N0,S1,A_N0_S1,3.125,0,43.75,7.8125,0,14.0625,0,4.6875,1.5625,1.5625,7.8125,10.9375,12.5,0,0,0,0,0,0,0,4.6875,12.5,0,0,0,0,0,0,0,0,0,0,0,1.5625,0
